movie_id,title,overview,subject,keywords,cast,crew,recom
1781,An Inconvenient Truth,A documentary on Al Gore's campaign to make the issue of global warming a recognized problem worldwide.,Documentary,climatechange greenhouseeffect climate earth globalwarming politics truth crisis nature environment science audience,AlGore BillyWest RonaldReagan,DavisGuggenheim,"[1781, 157847, 591, 18892, 18841, 225235, 312791, 8386, 1911, 26390, 8435, 40805, 168027, 783, 17820, 31175, 756, 9427, 70436, 9705, 19644, 37003, 57825, 6968, 9372, 70670, 16363, 11536, 8885, 10776, 947, 7509, 11351, 710, 8293, 152747, 18079, 48171, 3683, 23479, 10314, 11023, 708, 13448, 9208, 113947, 33155, 89708, 33217, 35199]"
1788,Footloose,"When teenager Ren and his family move from big-city Chicago to a small town in the West, he's in for a real case of culture shock.",Drama Family Music Romance,dancing dancer dance music danceteacher,KevinBacon JohnLithgow DianneWiest,HerbertRoss,"[1788, 11499, 304410, 22488, 15121, 613, 52790, 27936, 44865, 16769, 13223, 2062, 34101, 18126, 129670, 43610, 3080, 30497, 191714, 12160, 25196, 13053, 38073, 433, 14914, 19405, 7299, 704, 23963, 12838, 12602, 60463, 2266, 46138, 132316, 84175, 9388, 8848, 318040, 10226, 54580, 18734, 157293, 10629, 8224, 811, 10560, 40963, 7345, 668]"
1792,Stuck on You,"In Martha's Vineyard, Mass., conjoined twins Walt (Greg Kinnear) and Bob Tenor (Matt Damon) make the best of their handicap by being the fastest grill cooks in town. While outgoing Walt hopes to one day become a famous actor, shy Bob prefers to stay out of the spotlight. When a fading Hollywood actress, Cher (Cher), decides to get her show ""Honey and the Beaze"" cancelled, she hires Walt -- and his brotherly appendage -- as her costars. But their addition surprisingly achieves the opposite.",Comedy,sex dancer martialarts cook stripper love bully hollywood twins flashback freak actor anxiety conjoined siamese,MattDamon GregKinnear EvaMendes,BobbyFarrelly PeterFarrelly,"[1792, 377, 63020, 8095, 70160, 11353, 121, 597, 138843, 6519, 9502, 18320, 8293, 22617, 11620, 43947, 109424, 27759, 59108, 11618, 38579, 1808, 11495, 27936, 310569, 60400, 250546, 205775, 11843, 11831, 8676, 40862, 22488, 10970, 43933, 44990, 652, 38117, 1088, 26466, 6282, 9448, 1891, 72976, 5178, 188652, 22907, 57825, 13950, 9718]"
1808,Velvet Goldmine,"Almost a decade has elapsed since Bowie esque glam superstar Brian Slade staged his own death and escaped the spotlight of the London scene. Now, investigative journalist Arthur Stuart is on assignment to uncover the truth of the enigmatic Slade's rise and fall. Stuart, himself forged by the music of the 1970s, explores the larger-than-life stars who were once his idols and what has become of them since the turn of the new decade.",Drama Music,gay greatbritain narration glamrock bisexual musicjournalism schooluniform u00a0beginswithtext imaginaryband babyleftondoorstep fictionalband downfeather 19thcentury 1980s,EwanMcGregor ChristianBale JonathanRhysMeyers,ToddHaynes,"[1808, 14902, 89708, 7509, 6968, 39183, 22824, 38543, 218500, 14120, 26672, 41216, 591, 319069, 62677, 9398, 756, 207769, 8810, 8293, 312793, 34723, 309, 17820, 15049, 40862, 14811, 45054, 13516, 10179, 34813, 24973, 2133, 9444, 27586, 54580, 48035, 71157, 593, 10925, 21345, 225235, 264656, 142132, 865, 46256, 205596, 84318, 27759, 57612]"
1809,The Rules of Attraction,"The incredibly spoiled and overprivileged students of Camden College are a backdrop for an unusual love triangle between a drug dealer, a virgin and a bisexual classmate.",Comedy Drama Romance,lovetriangle independentfilm multiplestorylines,JamesVanDerBeek ShannynSossamon IanSomerhalder,RogerAvary,"[1809, 13518, 6519, 63020, 2211, 15049, 2292, 10992, 57612, 26428, 582, 8869, 46829, 61891, 34723, 12094, 9452, 1808, 9092, 16433, 7504, 62677, 9702, 82533, 85, 8293, 78149, 136795, 216015, 8435, 8961, 217, 928, 66468, 26602, 16642, 1165, 9361, 1688, 9718, 10545, 41730, 10135, 14811, 11831, 1880, 2133, 12403, 48217, 57825]"
1813,The Devil's Advocate,A hotshot lawyer gets more than he bargained for when he learns his new boss is Lucifer himself.,Drama Horror Mystery Thriller,"childabuse southernusa obsession subway nudity bible seduction hallucination ambition devil'sson marriagecrisis pactwiththedevil crookedlawyer evilspirit satan religion lust courtroom temptation lawfirm manhattan,newyorkcity sevendeadlysins ethics gainesvilleflorida",KeanuReeves AlPacino CharlizeTheron,TaylorHackford,"[1813, 802, 115, 1677, 33468, 39780, 12596, 49010, 2288, 10744, 157847, 38358, 55787, 1883, 10017, 1696, 10774, 796, 2652, 698, 14425, 9275, 8293, 10782, 10877, 1491, 783, 10822, 10876, 8814, 225574, 19905, 27936, 13596, 18892, 10715, 56666, 18, 627, 27342, 23963, 55, 594, 231, 837, 752, 362765, 33155, 2118, 4566]"
1817,Phone Booth,"A slick New York publicist who picks up a ringing receiver in a phone booth is told that if he hangs up, he'll be killed... and the little red light from a laser rifle sight is proof that the caller isn't kidding.",Thriller Drama,terrorist phonebooth psychopath,ColinFarrell KieferSutherland ForestWhitaker,JoelSchumacher,"[1817, 11066, 17043, 796, 61791, 134597, 73, 12509, 11544, 25208, 45153, 56666, 24973, 4348, 64559, 54580, 19840, 10715, 40805, 209263, 11823, 542, 10229, 8883, 110415, 9302, 27573, 768, 248, 8871, 14544, 10220, 89708, 11618, 36351, 36648, 19905, 10743, 83666, 592, 121676, 18320, 68737, 9884, 642, 89861, 20862, 16222, 205, 10646]"
1819,"You, Me and Dupree","After standing in as best man for his longtime friend Carl Petersen, Randy Dupree loses his job, becomes a barfly and attaches himself to the newlywed couple almost permanently -- as their houseguest. But the longer Dupree camps out on their couch, the closer he gets to Carl's bride, Molly, leaving the frustrated groom wondering when his pal will be moving out.",Comedy Romance,roommate loveofone'slife newlywed,KateHudson OwenWilson MattDillon,AnthonyRusso JoeRusso,"[1819, 9671, 11499, 152742, 11516, 11199, 20352, 13001, 2290, 9619, 28005, 326284, 8053, 1090, 152747, 228205, 14369, 1588, 613, 276907, 9290, 42109, 9718, 6947, 330, 746, 329, 692, 43266, 37532, 25208, 947, 332, 170480, 16158, 10786, 296099, 10410, 9615, 8914, 9588, 22013, 10748, 9093, 14914, 10514, 11362, 2122, 15122, 65057]"
1824,50 First Dates,"Henry is a player skilled at seducing women. But when this veterinarian meets Lucy, a girl with a quirky problem when it comes to total recall, he realizes it's possible to fall in love all over again…and again, and again. That's because the delightful Lucy has no short-term memory, so Henry must woo her day after day until he finally sweeps her off her feet.",Comedy Romance,dejavu amnesia hawaii ladykiller romanticcomedy,AdamSandler DrewBarrymore RobSchneider,PeterSegal,"[1824, 152, 152601, 72570, 27576, 11130, 12658, 4970, 8273, 8966, 24021, 2642, 136835, 158011, 9620, 160588, 47692, 10306, 33644, 10207, 20009, 48138, 11969, 12117, 44826, 2900, 38, 9922, 77931, 38031, 43539, 8060, 25195, 37718, 200505, 8688, 20360, 75900, 592, 136795, 594, 9614, 10066, 11560, 11247, 159824, 679, 9383, 35019, 150540]"
1830,Lord of War,"Yuri Orlov is a globetrotting arms dealer and, through some of the deadliest war zones, he struggles to stay one step ahead of a relentless Interpol agent, his business rivals and even some of his customers who include many of the world's most notorious dictators. Finally, he must also face his own conscience.",Crime Drama Thriller,coldwar weapon armsdealer,NicolasCage BridgetMoynahan JaredLeto,AndrewNiccol,"[1830, 188207, 371085, 30315, 16351, 39563, 319910, 935, 42819, 4958, 185465, 837, 37232, 41508, 12555, 40920, 326284, 222649, 180383, 595, 19615, 10437, 194588, 45054, 89750, 40880, 62255, 287625, 66468, 121826, 26815, 1579, 10159, 119657, 14438, 9598, 11977, 43418, 8849, 188652, 5072, 40794, 48289, 4464, 2755, 20526, 33196, 323270, 8847, 207769]"
1831,The Next Best Thing,"A comedy-drama about best friends - one a straight woman, Abbie, the other a gay man, Robert - who decide to have a child together. Five years later, Abbie falls in love with a straight man and wants to move away with her and Robert's little boy Sam, and a nasty custody battle ensues.",Comedy,gay parentskidsrelationship custodybattle flush yoga single bestfriend losangeles singlefather co-parenting,Madonna RupertEverett BenjaminBratt,JohnSchlesinger,"[1831, 89, 13778, 77931, 10229, 21349, 8273, 3049, 2539, 153795, 22538, 238636, 9890, 11619, 10783, 592, 9472, 11687, 11258, 71552, 16, 1090, 78814, 100, 36811, 650, 13490, 14582, 335, 41513, 50837, 56715, 1995, 2698, 11836, 75900, 8409, 289, 3489, 86825, 509, 1360, 76338, 48463, 578, 1365, 14709, 10200, 276907, 2074]"
1832,Dogma,"The latest battle in the eternal war between Good and Evil has come to New Jersey in the late, late 20th Century. Angels, demons, apostles and prophets (of a sort) walk among the cynics and innocents of America and duke it out for the fate of humankind.",Fantasy Comedy Adventure,angel wisconsin churchservice church aftercreditsstinger duringcreditsstinger,BenAffleck MattDamon LindaFiorentino,KevinSmith,"[1832, 24977, 135595, 12403, 1685, 11132, 615, 46829, 613, 121, 46256, 7278, 10514, 13600, 71157, 9361, 54897, 57612, 8357, 37985, 60400, 19495, 1688, 40658, 10226, 80215, 188652, 13260, 15976, 27551, 89708, 46332, 10533, 72197, 52790, 37686, 82702, 14631, 194588, 44639, 1705, 9388, 16158, 109451, 62402, 21612, 38786, 811, 391, 11199]"
1833,Rent,"This rock opera tells the story of one year in the life of a group of bohemians struggling in modern day East Village New York. The story centers around Mark and Roger, two roommates. While a former tragedy has made Roger numb to life, Mark tries to capture it through his attempts to make a film. In the year that follows, the group deals with love, loss, AIDS, and modern day life.",Drama Romance,gay sex aids musical hiv basedonplay africanamerican rockopera missingperson hivpositive homemovie mugging telephonecallu00a0 lowereastside,AnthonyRapp AdamPascal RosarioDawson,ChrisColumbus,"[1833, 2133, 1725, 72976, 1808, 89708, 110402, 9459, 94329, 59981, 20083, 11470, 1123, 37232, 9444, 13516, 14120, 39183, 8357, 135595, 62402, 12901, 72197, 84204, 704, 62677, 26672, 658, 2018, 12838, 9906, 8953, 5072, 15765, 1722, 2395, 10530, 10189, 14811, 14283, 22972, 16564, 9700, 60400, 20337, 112937, 264656, 202575, 39895, 50135]"
1844,Entrapment,"Two thieves, who travel in elegant circles, try to outsmart each other and, in the process, end up falling in love.",Romance Drama Mystery,"londonengland newyear'seve skyscraper burglar distrust undercover blackmail nudity thief heist oldermanyoungerwomanrelationship artthief criminal arttheft millennium manhattan,newyorkcity gala kualalumpurmalaysia",SeanConnery CatherineZeta-Jones WillPatton,JonAmiel,"[1844, 101173, 8999, 1995, 13768, 10773, 89, 10632, 59860, 20352, 1909, 43593, 8409, 230266, 594, 9472, 6477, 55604, 44857, 1412, 33155, 12509, 110415, 191714, 22538, 76706, 12094, 10201, 8871, 218, 1365, 2698, 24748, 157336, 14022, 1734, 9100, 11499, 10764, 8095, 24420, 10200, 16161, 68727, 1368, 82675, 73567, 264660, 10655, 508]"
1850,Man on the Moon,"A film about the life and career of the eccentric avant-garde comedian, Andy Kaufman.",Comedy Drama Romance,showbusiness comedian wrestling,JimCarrey CourtneyLove BobZmuda,Milou0161Forman,"[1850, 27329, 10135, 7509, 13518, 14271, 4012, 10545, 321741, 116977, 14902, 59930, 42345, 6968, 46829, 1894, 34043, 9702, 1808, 816, 45226, 14324, 10982, 26672, 77459, 10179, 157354, 44990, 59108, 319069, 8810, 762, 321, 89708, 9353, 14811, 57612, 597, 14629, 12246, 225235, 615, 15049, 205596, 62402, 11620, 3683, 22617, 686, 9440]"
1852,World Trade Center,"On September, 11th 2001, after the terrorist attack to the World Trade Center, the building collapses over the rescue team from the Port Authority Police Department. Will Jimeno and his sergeant John McLoughlin are found alive trapped under the wreckage while the rescue teams fight to save them.",Drama History Thriller,terror runaway alarmclock hero firemen fireengine waronterror rescue marine hospital trapped rubble rescueteam,NicolasCage MariaBello MaggieGyllenhaal,OliverStone,"[1852, 49953, 11165, 6968, 49527, 14325, 24126, 47941, 10353, 13983, 9289, 319069, 16608, 39183, 679, 9549, 9072, 9833, 10375, 3604, 11683, 9341, 8850, 615, 13938, 13260, 10185, 266647, 11015, 21283, 11237, 11007, 29514, 1892, 18947, 389, 8656, 14631, 24973, 854, 71679, 24977, 48289, 682, 82682, 11973, 807, 12901, 152747, 2454]"
1858,Transformers,"Young teenager, Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots – the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.",Adventure ScienceFiction Action,destroy transformation alien basedontoy transformers robot duringcreditsstinger teenagehero,ShiaLaBeouf JoshDuhamel MeganFox,MichaelBay,"[1858, 8373, 7459, 11658, 91314, 2114, 9387, 21972, 592, 23398, 10935, 14869, 9610, 57165, 604, 8850, 316727, 57158, 672, 674, 42807, 26306, 61752, 43933, 11024, 196, 31932, 671, 81390, 10707, 54518, 10658, 39183, 217, 11228, 203801, 9400, 38356, 10514, 603, 29514, 9570, 122917, 27578, 1895, 10592, 9072, 6171, 2787, 48382]"
1865,Pirates of the Caribbean: On Stranger Tides,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",Adventure Action Fantasy,sea captain mutiny sword primeminister sailing silver ship duke mermaid pirate soldier battle swashbuckler aftercreditsstinger 3d,JohnnyDepp Penu00e9lopeCruz IanMcShane,RobMarshall,"[1865, 120, 154, 16320, 873, 35944, 16608, 24055, 72197, 122, 10185, 9093, 122917, 98, 606, 39541, 2669, 9034, 8224, 2454, 57165, 9821, 82702, 1585, 69848, 20653, 12429, 84401, 24428, 68726, 155, 9448, 199, 82682, 38786, 9823, 205775, 201, 10514, 288980, 38665, 8090, 49953, 39895, 16651, 1685, 39269, 4011, 134597, 81005]"
1874,Goodbye Bafana,The true story of a white South African racist whose life was profoundly altered by the black prisoner he guarded for twenty years. The prisoner's name was Nelson Mandela.,History Drama,jailguard prisoncell southafrica apartheid nelsonmandela escape xenophobia,JosephFiennes DennisHaysbert DianeKruger,BilleAugust,"[1874, 5902, 9045, 425, 300673, 10384, 10527, 174, 14623, 196, 2211, 12160, 68726, 841, 9912, 40880, 1909, 11932, 14325, 8355, 57165, 11370, 14175, 23330, 16608, 9268, 11249, 622, 61752, 15208, 9549, 1246, 49026, 274, 27759, 83770, 68812, 8970, 73567, 7863, 273895, 10135, 9833, 612, 72431, 22488, 13475, 24940, 13853, 68734]"
1878,Fear and Loathing in Las Vegas,"The hallucinogenic misadventures of sportswriter Raoul Duke and his Samoan lawyer, Dr. Gonzo, on a three-day romp from Los Angeles to Las Vegas. Motoring across the Mojave Desert on the way to Sin City, Duke and his purple haze passenger ingest a cornucopia of drugs ranging from acid to ether.",Adventure Drama Comedy,gonzojournalist sweatyface fakeidentity weddingchapel grapefruit cadillacconvertible gibberish corvettestingray policeconvention,JohnnyDepp BeniciodelToro TobeyMaguire,TerryGilliam,"[1878, 3062, 31163, 113947, 13898, 147767, 43867, 66607, 280871, 7913, 40185, 407887, 2493, 182291, 84188, 23759, 6552, 49948, 1542, 27586, 12079, 14278, 253306, 2395, 123678, 16614, 2300, 21074, 342521, 13403, 10530, 864, 37232, 29697, 68818, 49040, 9473, 12289, 63006, 10197, 13816, 112937, 139998, 26390, 70687, 913, 13889, 295914, 15389, 13497]"
1880,Red Dawn,"It is the mid-1980s. From out of the sky, Soviet and Cuban troops begin landing on the football field of a Colorado high school. In seconds, the paratroops have attacked the school and sent a group of teenagers fleeing into the mountains. Armed only with hunting rifles, pistols and bows and arrows, the teens struggles to survive the bitter winter and Soviet KGB patrols hunting for them.",Action Thriller,guerrilla colorado invasion anti-communism nearfuture redarmy,PatrickSwayze C.ThomasHowell LeaThompson,JohnMilius,"[1880, 71157, 23398, 22617, 11973, 54518, 27759, 48382, 46332, 10781, 39183, 14631, 9610, 40862, 18840, 10982, 174, 7446, 20455, 19405, 57612, 10913, 10016, 29514, 34813, 24977, 613, 10935, 335778, 319069, 12486, 15049, 39895, 9387, 10135, 11843, 22488, 14623, 121, 9045, 2454, 615, 122917, 13853, 9388, 264656, 68726, 10514, 642, 10397]"
1883,Malcolm X,The biopic of the controversial and influential Black Nationalist leader.,Drama History,islam newyork prison assassination kukluxklan muslim policebrutality beach koran jailguard prisoncell bible biography martinlutherking nationofislam civilrightsmovement mekka pilgrimage cabriolet police historicalfigure malcolmx,DenzelWashington AngelaBassett AlbertHall,SpikeLee,"[1883, 26390, 18892, 756, 244776, 2266, 244786, 540, 10876, 46435, 84175, 50620, 201132, 77016, 6968, 9473, 35, 8835, 30596, 97630, 14811, 2118, 23963, 8810, 10800, 591, 821, 33196, 23759, 328307, 595, 704, 109729, 783, 27759, 71688, 1165, 597, 55616, 294550, 16620, 11113, 10017, 4553, 9824, 19, 8416, 49040, 113947, 423]"
1885,The Karate Kid,"Hassled by the school bullies, Daniel LaRusso has his share of adolescent woes. Luckily, his apartment building houses a resident martial arts master: Kesuke Miyagi, who agrees to train Daniel ... and ends up teaching him much more than self-defense. Armed with newfound confidence, skill and wisdom, Daniel ultimately faces off against his tormentors in this hugely popular classic underdog tale.",Drama,flat taskmaster karate egg kidsandfamily motorcycle,RalphMacchio PatMorita WilliamZabka,JohnG.Avildsen,"[1885, 576, 89857, 25248, 330, 10314, 11128, 97630, 9718, 2266, 12289, 944, 11199, 194588, 14425, 14914, 9619, 16642, 38570, 597, 12602, 152747, 747, 844, 12, 113947, 100, 82690, 44639, 27936, 89861, 77, 38717, 821, 947, 8854, 105, 3080, 277216, 12657, 9454, 9327, 10776, 326284, 26428, 11516, 84175, 8909, 113406, 38757]"
1887,Marie Antoinette,"The retelling of France's iconic but ill-fated queen, Marie Antoinette. From her betrothal and marriage to Louis XVI at 15 to her reign as queen at 19 and ultimately the fall of Versailles.",Drama History,shoe voiceover rite theatreaudience brideandgroom deathofking applause womandirector,KirstenDunst JasonSchwartzman JudyDavis,SofiaCoppola,"[1887, 12, 26428, 9459, 14811, 2266, 2310, 84175, 10533, 84188, 63006, 60400, 19495, 2133, 33196, 97370, 43434, 10047, 19, 13403, 6217, 43959, 113947, 152742, 10934, 112937, 9042, 704, 16614, 1378, 15389, 115210, 9454, 29595, 37232, 10955, 6282, 75674, 597, 824, 1646, 821, 7913, 89861, 9746, 10496, 46829, 14914, 81796, 64973]"
1891,The Empire Strikes Back,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",Adventure Action ScienceFiction,rebel android asteroid spacebattle snowstorm spacecolony spaceship lightsaber jedi goodvsevil rebellion theforce spaceopera stormtrooper wookie jedimaster jeditraining droid,MarkHamill HarrisonFord CarrieFisher,IrvinKershner,"[1891, 11, 616, 11618, 707, 10040, 698, 1372, 10655, 8293, 24973, 10822, 1894, 11237, 54580, 15005, 225235, 70160, 17708, 89708, 6519, 1892, 11619, 1792, 83666, 1808, 979, 18892, 63020, 47327, 47890, 277216, 10715, 16363, 40805, 30497, 9702, 409, 57165, 10876, 18841, 582, 4982, 11495, 3082, 207769, 18, 8095, 813, 22824]"
1892,Return of the Jedi,"As Rebel leaders map their strategy for an all-out attack on the Emperor's newer, bigger Death Star. Han Solo remains frozen in the cavernous desert fortress of Jabba the Hutt, the most loathsome outlaw in the universe, who is also keeping Princess Leia as a slave girl. Now a master of the Force, Luke Skywalker rescues his friends, but he cannot become a true Jedi Knight until he wages his own crucial battle against Darth Vader, who has sworn to win Luke over to the dark side of the Force.",Adventure Action ScienceFiction,rebel brothersisterrelationship emperor spacebattle matteroflifeanddeath spaceship deathstar jabbathehutt ewoks jedi spaceopera,MarkHamill HarrisonFord CarrieFisher,RichardMarquand,"[1892, 1894, 84401, 39183, 1895, 1123, 762, 11237, 11370, 68724, 49081, 277519, 24973, 10159, 8293, 11973, 613, 10281, 10283, 12509, 616, 9289, 26843, 10353, 22824, 39563, 57120, 48289, 14709, 142132, 31867, 13448, 854, 568, 11306, 257, 440, 8982, 10514, 22074, 409, 45269, 355629, 14914, 13785, 207769, 1891, 94329, 615, 54580]"
1893,Star Wars: Episode I - The Phantom Menace,"Anakin Skywalker, a young slave strong with the Force, is discovered on Tatooine. Meanwhile, the evil Sith have returned, enacting their plot for revenge against the Jedi.",Adventure Action ScienceFiction,prophecy senate queen taskmaster galaxy apprentice taxes spaceopera,LiamNeeson EwanMcGregor NataliePortman,GeorgeLucas,"[1893, 1895, 333355, 1894, 11162, 1701, 2454, 18, 38358, 9531, 2756, 10016, 11973, 33909, 454, 199, 15067, 120467, 142, 53182, 11, 120, 188927, 10656, 1892, 1576, 98566, 10315, 285743, 764, 43947, 2157, 348, 9792, 10781, 114, 1880, 121, 844, 11460, 131631, 288980, 10623, 10586, 1103, 201, 43090, 26466, 605, 174]"
1894,Star Wars: Episode II - Attack of the Clones,"Ten years after the invasion of Naboo, the galaxy is on the brink of civil war. Under the leadership of a renegade Jedi named Count Dooku, thousands of solar systems threaten to break away from the Galactic Republic. When an assassination attempt is made on Senator Padmé Amidala, the former Queen of Naboo, twenty-year-old Jedi apprentice Anakin Skywalker is assigned to protect her. In the course of his mission, Anakin discovers his love for Padmé as well as his own darker side. Soon, Anakin, Padmé, and Obi-Wan Kenobi are drawn into the heart of the Separatist movement and the beginning of the Clone Wars.",Adventure Action ScienceFiction,senate investigation army deathstar jedi cultfigure wedding violence kendo lasergun spaceopera spaceport teenagerebellion goodbecomingevil alienrace mechanicalhand yoda,EwanMcGregor NataliePortman HaydenChristensen,GeorgeLucas,"[1894, 1895, 8293, 31909, 333355, 39183, 84401, 335778, 57612, 11973, 41216, 53182, 1892, 216282, 319069, 615, 25388, 616, 1808, 48463, 39563, 12228, 205775, 217, 23618, 13448, 10514, 4513, 24973, 142132, 61891, 613, 15049, 8741, 290555, 14631, 26843, 10353, 10179, 10982, 68726, 45054, 218500, 9626, 54518, 201, 38786, 38665, 13785, 99861]"
1895,Star Wars: Episode III - Revenge of the Sith,"Years after the onset of the Clone Wars, the noble Jedi Knights lead a massive clone army into a galaxy-wide battle against the Separatists. When the sinister Sith unveil a thousand-year-old plot to rule the galaxy, the Republic crumbles and from its ashes rises the evil Galactic Empire. Jedi hero Anakin Skywalker is seduced by the dark side of the Force to become the Emperor's new apprentice – Darth Vader. The Jedi are decimated, as Obi-Wan Kenobi and Jedi Master Yoda are forced into hiding. The only hope for the galaxy are Anakin's own offspring – the twin children born in secrecy who will grow up to become heroes.",ScienceFiction Adventure Action,showdown deathstar vision cultfigure hatred dreamsequence expectantmother spaceopera chancel childbirth galacticwar,EwanMcGregor NataliePortman HaydenChristensen,GeorgeLucas,"[1895, 333355, 1894, 15067, 10781, 9792, 1892, 1893, 216282, 8293, 122, 39183, 84401, 316727, 99861, 120, 10982, 10514, 23398, 13460, 11973, 335778, 10586, 1880, 8982, 38665, 14631, 429, 199, 98, 11, 9570, 319069, 13448, 85, 616, 120467, 10016, 75780, 58233, 1701, 22488, 1996, 68726, 9072, 5902, 16290, 8011, 10655, 11370]"
1900,Traffic,"An exploration of the United States of America's war on drugs from multiple perspectives. For the new head of the Office of National Drug Control Policy, the war becomes personal when he discovers his well-educated daughter is abusing cocaine within their comfortable suburban home. In Mexico, a flawed, but noble policeman agrees to testify against a powerful general in league with a cartel, and in San Diego, a drug kingpin's sheltered trophy wife must learn her husband's ruthless business after he is arrested, endangering her luxurious lifestyle.",Thriller Drama Crime,usa warondrugs drugtraffic drugdealer drugsmuggle addicted policeoperation unitedstatesu2013mexicobarrier addiction druglord,MichaelDouglas BeniciodelToro JacobVargas,StevenSoderbergh,"[1900, 11507, 335778, 8741, 78814, 111, 1894, 5708, 23168, 4547, 11702, 663, 253626, 9833, 8065, 592, 1892, 157544, 11632, 9799, 348, 8489, 228150, 22074, 23330, 16, 217, 87093, 2059, 11545, 2062, 14582, 10655, 53182, 4513, 16072, 6538, 616, 11162, 33157, 49953, 291081, 135595, 11386, 39183, 41513, 15005, 13460, 131634, 72913]"
1901,In Good Company,"Dan Foreman is a seasoned advertisement sales executive at a high-ranking publication when a corporate takeover results in him being placed under naive supervisor Carter Duryea, who is half his age. Matters are made worse when Dan's new supervisor becomes romantically involved with his daughter an 18 year-old college student Alex.",Comedy Drama Romance,midlifecrisis daughter badboss,TopherGrace ScarlettJohansson DennisQuaid,PaulWeitz,"[1901, 10577, 9594, 248402, 10074, 1366, 27205, 5966, 8843, 1669, 26748, 10771, 11426, 687, 332, 9290, 1927, 11302, 17113, 62008, 11969, 14, 16161, 55465, 1995, 9348, 50725, 13490, 316152, 82507, 9794, 11823, 10591, 240, 192134, 6615, 186, 12117, 2895, 22538, 152, 5038, 10712, 1587, 10377, 41210, 73935, 310, 88005, 1590]"
1903,Vanilla Sky,"David Aames (Tom Cruise) has it all: wealth, good looks and gorgeous women on his arm. But just as he begins falling for the warmhearted Sofia (Penelope Cruz), his face is horribly disfigured in a car accident. That's just the beginning of his troubles as the lines between illusion and reality, between life and death, are blurred.",Drama Mystery Romance ScienceFiction Thriller,amnesia ex-girlfriend virtualreality,TomCruise Penu00e9lopeCruz CameronDiaz,CameronCrowe,"[1903, 12555, 609, 9992, 7345, 17578, 19405, 89857, 214, 9440, 39141, 1934, 9289, 222649, 11499, 20455, 22617, 115210, 37233, 594, 43090, 10397, 935, 114, 9388, 18734, 1590, 414, 1880, 301351, 47816, 24055, 39037, 30379, 321, 746, 244776, 6520, 9367, 39055, 14283, 38570, 185465, 8849, 12429, 10017, 824, 57165, 13053, 27759]"
1904,Memoirs of a Geisha,"A sweeping romantic epic set in Japan in the years before World War II, a penniless Japanese child is torn from her family to work as a maid in a geisha house.",Drama History Romance,japan prostitute sistersisterrelationship brothel worldwarii geisha,ZhangZiyi GongLi YoukiKudoh,RobMarshall,"[1904, 56666, 11499, 2841, 191714, 752, 289, 205, 11202, 10288, 240832, 746, 1696, 44865, 46138, 10822, 9008, 1771, 13768, 1585, 873, 40494, 132316, 1365, 14662, 55561, 335, 104755, 10913, 108346, 74777, 174311, 8224, 30497, 13475, 75174, 52790, 594, 10468, 5925, 135397, 81390, 9992, 8328, 12509, 2062, 409, 231, 13223, 2290]"
1907,The Beach,"Twenty-something Richard travels to Thailand and finds himself in possession of a strange map. Rumours state that it leads to a solitary beach paradise, a tropical bliss - excited and intrigued, he sets out to find it.",Drama Adventure Romance Thriller,hippie exoticisland beach map groupdynamics sharkattack leader thailand community backpacker delusion marijuana youth shark extramaritalaffair,LeonardoDiCaprio GuillaumeCanet TildaSwinton,DannyBoyle,"[1907, 55604, 2320, 13768, 1996, 177, 588, 257211, 24748, 53862, 244114, 6877, 1368, 1635, 17707, 10764, 11353, 54518, 272, 796, 134374, 15028, 10383, 1930, 2253, 9036, 38073, 216015, 335244, 8676, 77866, 7345, 24226, 71552, 12612, 155, 156022, 13460, 14577, 36557, 43593, 68726, 11282, 2567, 10929, 20616, 11678, 69, 10783, 99861]"
