movie_id,title,overview,subject,keywords,cast,crew,recom
1428,Once Upon a Time in Mexico,"Hitman ""El Mariachi"" becomes involved in international espionage involving a psychotic CIA agent and a corrupt Mexican general.",Action,corruption cia,AntonioBanderas SalmaHayek JohnnyDepp,RobertRodriguez,"[1428, 302699, 10550, 254904, 70074, 77930, 137094, 11588, 9509, 2100, 10027, 8883, 11983, 8068, 3600, 8198, 9335, 82507, 5125, 10306, 311, 9414, 25166, 1619, 11460, 5, 796, 38167, 10472, 228150, 35056, 13184, 39780, 45612, 7547, 2163, 157849, 16617, 16996, 35688, 1613, 9798, 7303, 987, 69, 8916, 17332, 41154, 409, 36819]"
1429,25th Hour,"The filmed adaptation from David Benioff's novel of the same name. Set in New York, a convicted drug dealer named Monty has one day left of freedom before he is sent to prison. Anger, blame, frustration, betrayal, guilt and loneliness are themes on this last day of friends, family, parties, saying goodbye, and setting things straight. A Spike Lee joint.",Crime Drama,prison prisoner dream drugdealer nightclub americandream malefriendship melancholy girlfriend friendship aftercreditsstinger,EdwardNorton PhilipSeymourHoffman BarryPepper,SpikeLee,"[1429, 12160, 11202, 329, 58233, 8224, 274, 19405, 2062, 10632, 157544, 1880, 10468, 2085, 663, 16, 468, 7345, 11499, 348, 11702, 9336, 14662, 225574, 223702, 14175, 8961, 746, 20737, 1103, 606, 810, 57165, 18405, 192134, 873, 75612, 21349, 9801, 27022, 10514, 613, 1365, 154, 10715, 9823, 808, 44944, 43266, 925]"
1430,Bowling for Columbine,"Why do 11,000 people die in America each year at the hands of gun violence? Talking heads yelling from every TV camera blame everything from Satan to video games. But are we that much different from many other countries? What sets us apart? How have we become both the master and victim of such enormous amounts of violence? This is not a film about gun control. It is a film about the fearful heart and soul of the United States, and the 280 million Americans lucky enough to have the right to a constitutionally protected Uzi. From a look at the Columbine High School security camera tapes to the home of Oscar-winning NRA President Charlton Heston, from a young man who makes homemade napalm with The Anarchist's Cookbook to the murder of a six-year-old girl by another six-year-old, Bowling for Columbine is a journey through America, through our past, hoping to discover why our pursuit of happiness is so riddled with violence.",Documentary,usa canada gun homicide toshootdead checksandbalances columbine oklahomacitybombing gunviolence personrunningamok,MichaelMoore GeorgeH.W.Bush GeorgeW.Bush,MichaelMoore,"[1430, 19405, 52790, 49478, 10514, 19495, 218500, 40862, 39183, 7278, 71157, 12620, 287815, 11249, 746, 3482, 9459, 39541, 29514, 89540, 142132, 9388, 27759, 13785, 57165, 72197, 82702, 68726, 22488, 89708, 14292, 811, 10781, 613, 14120, 13516, 319069, 38786, 61984, 1880, 7446, 8265, 14902, 12901, 14623, 20455, 595, 10281, 18840, 433]"
1435,Tarnation,"Filmmaker Jonathan Caouette's documentary on growing up with his schizophrenic mother -- a mixture of snapshots, Super-8, answering machine messages, video diaries, early short films, and more -- culled from 19 years of his life.",Documentary Drama,schizophrenia gay usa rape texas lossofsenseofreality fosterparents single homosexuality relationship psychopathy familyfeud electroshock,ReneeLeblanc AdolphDavis JonathanCaouette,JonathanCaouette,"[1435, 89861, 113947, 2266, 16614, 11313, 16620, 12079, 287625, 66607, 26390, 15875, 12484, 40185, 540, 3062, 783, 30596, 26428, 2310, 29697, 33196, 63006, 591, 407887, 43867, 2771, 747, 10197, 35, 68818, 31163, 49040, 84175, 62116, 756, 2395, 2300, 71688, 13198, 79316, 704, 1878, 2493, 12, 182291, 57294, 7913, 18570, 49948]"
1439,Anna and the King,The story of the romance between the King of Siam (now Thailand) and the widowed British school teacher Anna Leonowens during the 1860's. Anna teaches the children and becomes romanced by the King. She convinces him that a man can be loved by just one woman.,Drama History Romance,civilwar fathersonrelationship eastindiatradingcompany traitor deathpenalty thailand palace burma daughter royalty teacher battle denunciation,JodieFoster ChowYun-fat BaiLing,AndyTennant,"[1439, 72976, 11973, 14631, 159037, 38543, 9361, 11843, 10179, 21283, 10982, 71157, 211557, 162903, 89540, 14902, 120467, 11249, 2454, 9289, 411, 18840, 325123, 39183, 10533, 1123, 9549, 1880, 11516, 280092, 122917, 26672, 30379, 57612, 69848, 264656, 62677, 80215, 10185, 7304, 10397, 18947, 83542, 47941, 22617, 94329, 26815, 27551, 38786, 12403]"
1440,Little Children,"The lives of two lovelorn spouses from separate marriages, a registered sex offender, and a disgraced ex-police officer intersect as they struggle to resist their vulnerabilities and temptations.",Romance Drama,skateboarding mother americanfootball adultery wifehusbandrelationship smalltown eroticism vororte pedophilia loser infant housewife bourgeoisie deceivedwife playground stay-at-homedad castration psychopath ex-cop children motherdaughterrelationship psychopathy masturbation extramaritalaffair,KateWinslet PatrickWilson JenniferConnelly,ToddField,"[1440, 1125, 2266, 1378, 100, 9718, 84188, 9327, 113947, 1667, 9767, 824, 1690, 33196, 704, 29461, 621, 11109, 86304, 14369, 773, 167073, 52790, 89857, 9454, 10314, 26390, 20455, 15092, 23759, 74643, 35199, 8386, 802, 277216, 2959, 11499, 692, 13342, 82703, 12079, 11313, 5178, 328307, 39781, 10992, 11971, 790, 756, 2253]"
1443,The Virgin Suicides,"A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents.",Drama Romance,michigan 1970s youth family womandirector,JamesWoods KathleenTurner KirstenDunst,SofiaCoppola,"[1443, 603, 7459, 926, 203833, 592, 72570, 2666, 10996, 14112, 26306, 10137, 42222, 15005, 256591, 792, 377, 21972, 1777, 80278, 612, 14359, 605, 8065, 8247, 196, 10655, 35019, 69640, 300673, 12506, 16072, 34851, 72766, 253412, 9277, 1858, 4982, 186, 62728, 11228, 14582, 8741, 400, 31908, 6171, 1957, 86829, 29339, 13067]"
1452,Superman Returns,"Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest too felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel.",Adventure Fantasy Action ScienceFiction,savingtheworld dccomics invulnerability sequel superhero basedoncomicbook kryptonite superpowers superhumanstrength lexluthor,BrandonRouth KevinSpacey KateBosworth,BryanSinger,"[1452, 50538, 27569, 11969, 23618, 68, 615, 1734, 9292, 41823, 88794, 8053, 9440, 16112, 23330, 11322, 8960, 38543, 8536, 47692, 44826, 78814, 10410, 11237, 9543, 62204, 99861, 51540, 604, 25195, 9702, 48382, 222649, 72913, 68726, 28005, 11411, 20662, 57165, 2567, 15173, 10615, 72358, 11863, 468, 61752, 77931, 25248, 102651, 1685]"
1487,Hellboy,"In the final days of World War II, the Nazis attempt to use black magic to aid their dying cause. The Allies raid the camp where the ceremony is taking place, but not before a demon - Hellboy - has already been conjured. Joining the Allied forces, Hellboy eventually grows to adulthood, serving the cause of good rather than evil.",Fantasy Action ScienceFiction,blackmagic fistfight cover-up superhero paranormalphenomena narrationfromgrave demon occult combatphotography reanimatedcorpse duringcreditsstinger,RonPerlman SelmaBlair RupertEvans,GuillermodelToro,"[1487, 5902, 3536, 9549, 98, 196, 2787, 22488, 23398, 11370, 49026, 7347, 14161, 14292, 11692, 11253, 26602, 11249, 100402, 14175, 4614, 1880, 39541, 12437, 9570, 1165, 10781, 14623, 120, 157544, 13503, 5550, 13853, 50357, 48382, 19405, 841, 25769, 11973, 57165, 288980, 12142, 47941, 9045, 14635, 14869, 31908, 72913, 13460, 273895]"
1491,The Illusionist,"With his eye on a lovely aristocrat, a gifted illusionist named Eisenheim uses his powers to win her away from her betrothed, a crowned prince. But Eisenheim's scheme creates tumult within the monarchy and ignites the suspicion of a dogged inspector.",Fantasy Drama Thriller Romance,magic princess love rivalry viennaaustria crownprince duchess supernaturalpower childhoodsweetheart vienna,EdwardNorton JessicaBiel PaulGiamatti,NeilBurger,"[1491, 31175, 591, 8095, 22538, 121676, 8293, 3683, 152747, 783, 2453, 137, 33155, 18892, 309, 225235, 191714, 9702, 33468, 19644, 73532, 24748, 14425, 54580, 89861, 59440, 11446, 802, 43434, 6968, 89708, 6521, 10674, 115, 7509, 29963, 1696, 9275, 24420, 1051, 18320, 5393, 9008, 73, 266856, 39513, 77459, 8818, 2290, 56666]"
1493,Miss Congeniality,"When the local FBI office receives a letter from a terrorist known only as 'The Citizen', it's quickly determined that he's planning his next act at the Miss America beauty pageant. Because tough-as-nails Gracie Hart is the only female Agent at the office, she's chosen to go undercover as the contestant from New Jersey.",Comedy Crime Action,undercoveragent beautycontest terrorism,SandraBullock BenjaminBratt MichaelCaine,DonaldPetrie,"[1493, 11917, 22617, 17277, 1895, 13853, 1701, 22832, 319069, 13460, 9045, 9907, 5820, 13260, 18947, 3536, 2787, 216282, 11683, 27569, 14292, 203801, 2756, 102651, 11637, 222899, 15013, 2157, 54518, 297100, 316727, 19489, 120, 604, 57431, 1894, 14631, 9099, 667, 49953, 21338, 3682, 16290, 11692, 33909, 333355, 8981, 1966, 605, 14869]"
1494,Curse of the Golden Flower,"During China's Tang dynasty the emperor has taken the princess of a neighboring province as wife. She has borne him two sons and raised his eldest. Now his control over his dominion is complete, including the royal family itself.",Action Drama Fantasy,poison china martialarts swordplay fight toxication secretsociety passion plannedmurder power palace plan battleforpower tangdynasty pomp conspiracyofmurder heirtothethrone marriagecrisis secretlove,ChowYun-fat GongLi JayChou,ZhangYimou,"[1494, 746, 12142, 107811, 8293, 227707, 9440, 57165, 27759, 9574, 8095, 13475, 1894, 242582, 1808, 152747, 10632, 27936, 11495, 11702, 9448, 48231, 10822, 76349, 48171, 11499, 9570, 54580, 10781, 10655, 12160, 54518, 8848, 13448, 22488, 1165, 13223, 38665, 13950, 231, 85, 1656, 1895, 174362, 1677, 188652, 13685, 13908, 924, 10586]"
1495,Kingdom of Heaven,"After his wife dies, a blacksmith named Balian is thrust into royalty, political intrigue and bloody holy wars during the Crusades.",Drama Action Adventure History War,crusade epic knight swordsman orderofthetemplars religious knighttemplars saladin kingrichard,OrlandoBloom EvaGreen JeremyIrons,RidleyScott,"[1495, 454, 9884, 12289, 11818, 944, 33196, 844, 4944, 8741, 1885, 16642, 1621, 8814, 9443, 9619, 10314, 11128, 44639, 9531, 8909, 375290, 9327, 11353, 10956, 10776, 100, 37495, 46829, 66468, 330, 5559, 109424, 881, 9603, 12079, 10353, 747, 7518, 26428, 197, 27686, 11199, 14022, 97630, 10533, 533, 8961, 435, 850]"
1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,"The Turtles and the Shredder battle once again, this time for the last cannister of the ooze that created the Turtles, which Shredder wants to create an army of new mutants.",ScienceFiction Adventure Action Comedy Family,crimefighter fight mutant turtle ninja reporter newyorkcity,PaigeTurco DavidWarner MichelanSisti,MichaelPressman,"[1497, 21283, 57612, 47941, 319069, 38543, 12246, 9361, 61984, 41730, 39183, 122917, 18947, 25388, 9273, 1499, 26672, 41216, 10179, 122, 39895, 218500, 10353, 142132, 11683, 14902, 46256, 84401, 6519, 121, 84204, 14631, 12228, 14292, 294550, 10982, 1894, 38665, 9549, 109410, 15624, 81005, 152760, 30973, 43090, 71157, 355629, 120, 89708, 53182]"
1499,Teenage Mutant Ninja Turtles III,"The four turtles travel back in time to the days of the legendary and deadly samurai in ancient Japan, where they train to perfect the art of becoming one. The turtles also assist a small village in an uprising.",Action Adventure Comedy Family Fantasy ScienceFiction,japan timetravel ninja,PaigeTurco StuartWilson SabShimono,StuartGillard,"[1499, 1497, 39895, 122, 41730, 81005, 26672, 12246, 39183, 121, 15067, 10179, 40914, 12429, 43090, 201, 31117, 62402, 84204, 16651, 11546, 18947, 11132, 38543, 228165, 1649, 53182, 152760, 57612, 44092, 46256, 41216, 157058, 9449, 14292, 613, 11620, 4657, 36046, 4256, 2157, 120, 202575, 355629, 135595, 9273, 12704, 142132, 440, 11817]"
1523,The Last King of Scotland,"Young Scottish doctor, Nicholas Garrigan decides it's time for an adventure after he finishes his formal education, so he decides to try his luck in Uganda, and arrives during the downfall of President Obote. General Idi Amin comes to power and asks Garrigan to become his personal doctor.",Drama,dictator 1970s general kidnapping naivety luxury oscaraward charisma polygamy uganda dictatorship,ForestWhitaker JamesMcAvoy SimonMcBurney,KevinMacdonald,"[1523, 27936, 652, 10314, 113947, 9353, 33196, 318040, 12602, 24424, 12079, 37232, 38117, 13950, 30596, 821, 747, 10339, 23963, 597, 8854, 7913, 783, 7735, 4147, 26390, 756, 12838, 222649, 9900, 16614, 112937, 63006, 16448, 34043, 811, 1911, 129139, 152747, 11543, 38810, 20083, 84175, 55616, 46738, 121676, 11583, 12555, 9566, 227975]"
1535,Spy Game,"Veteran spy Nathan Muir is on the verge of retiring from the CIA when he learns that his one-time protégé and close friend, Tom Bishop, is a political prisoner sentenced to die in Beijing. Although their friendship has been marred by bad blood and resentment, Muir agrees to take on the most dangerous mission of his career and rescue Bishop.",Action Crime Thriller,spy china cia coldwar,RobertRedford BradPitt CatherineMcCormack,TonyScott,"[1535, 663, 27569, 5503, 9045, 1656, 13950, 1931, 25248, 3472, 42345, 15208, 1999, 98, 296098, 49953, 388, 12193, 39269, 9434, 928, 23168, 9292, 41515, 13056, 2142, 302156, 11386, 24055, 1613, 22947, 13853, 203801, 2289, 33157, 231576, 1880, 9488, 253626, 144336, 37165, 10844, 125123, 244114, 204082, 9567, 78814, 48382, 228165, 8427]"
1537,Changing Lanes,"A rush-hour fender-bender on New York City's crowded FDR Drive, under most circumstances, wouldn't set off a chain reaction that could decimate two people's lives. But on this day, at this time, a minor collision will turn two complete strangers into vicious adversaries. Their means of destroying each other might be different, but their goals, ultimately, will be the same: Each will systematically try to dismantle the other's life in a reckless effort to reclaim something he has lost.",Action Adventure Crime Thriller,newyork custodybattle suspense lawyer,BenAffleck SamuelL.Jackson KimStaunton,RogerMichell,"[1537, 582, 8848, 33217, 1088, 9544, 2310, 25763, 244114, 9208, 225235, 8386, 9362, 312791, 13950, 74777, 10117, 27581, 19644, 680, 70160, 48171, 241251, 58428, 1370, 48034, 85, 9716, 6415, 115, 228967, 44990, 3683, 10929, 708, 244339, 8374, 100, 25248, 274, 17186, 6521, 32740, 1562, 38117, 9920, 166624, 23685, 14538, 1248]"
1538,Collateral,Cab driver Max picks up a man who offers him $600 to drive him around. But the promise of easy money sours when Max realizes his fare is an assassin.,Drama Crime Thriller,california taxi assassin hostage taxidriver fbi hitman police losangeles murderer crime criminal gunviolence,TomCruise JamieFoxx JadaPinkettSmith,MichaelMann,"[1538, 9257, 39180, 11702, 1620, 136797, 23168, 617, 73567, 584, 15070, 242582, 8065, 9624, 156022, 8961, 73511, 44115, 18, 48171, 522, 594, 8046, 9625, 244114, 10388, 1266, 1948, 5178, 11322, 9268, 302156, 22600, 107315, 8848, 332411, 199933, 77174, 266396, 14112, 388, 27936, 10285, 35019, 241251, 592, 7345, 1701, 259943, 4858]"
1542,Office Space,Three office workers strike back at their evil employers by hatching a hapless attempt to embezzle money.,Comedy Crime,suburbia downsizing softwareengineer burnout dallastexas beachresort coworkerrelationship laziness duringcreditsstinger businessrivalry,RonLivingston JenniferAniston DavidHerman,MikeJudge,"[1542, 66607, 40185, 3062, 1878, 49040, 2300, 113947, 147767, 49948, 43867, 342521, 9473, 253306, 182291, 407887, 31163, 15800, 16614, 14278, 139998, 692, 68818, 913, 26390, 540, 15581, 84188, 12289, 12079, 864, 11313, 13403, 35, 21074, 387, 13898, 7913, 6552, 23759, 2493, 38810, 10530, 16620, 295914, 9952, 75674, 10197, 13889, 15389]"
1544,Imagine Me & You,"During her wedding ceremony, Rachel notices Luce in the audience and feels instantly drawn to her. The two women become close friends, and when Rachel learns that Luce is a lesbian, she realizes that despite her happy marriage to Heck, she is falling for Luce. As she questions her sexual orientation, Rachel must decide between her stable relationship with Heck and her exhilarating new romance with Luce.",Drama Comedy Romance,londonengland flowershop homosexuality lesbian lgbt,PiperPerabo LenaHeadey MatthewGoode,OlParker,"[1544, 9655, 18240, 13751, 8998, 11130, 183894, 9715, 75531, 9813, 43959, 46889, 77931, 21349, 7341, 17127, 20065, 11632, 1360, 216015, 136835, 9801, 2655, 6217, 12658, 11247, 20770, 10327, 9089, 2841, 588, 19344, 12093, 14846, 15568, 69640, 75900, 8874, 10391, 1683, 274, 15660, 272693, 11812, 6521, 8328, 10047, 24021, 314, 20360]"
1546,Thumbsucker,"Justin, a teenager boy, throws himself and everyone around him into chaos when he attempts to break free from his addiction to his thumb.",Comedy Drama,becominganadult thumb firsttime hypnosis thumbsucking attentiondeficithyperactivitydisorder(adhd) elocution highschool independentfilm teenagecrush youth family,LouTaylorPucci TildaSwinton VincentD'Onofrio,MikeMills,"[1546, 11113, 119458, 15655, 16448, 9473, 11090, 24424, 113947, 33196, 244786, 51162, 26390, 40880, 10314, 11977, 652, 21413, 73511, 57800, 117, 62213, 46738, 244776, 821, 2280, 38810, 50620, 9372, 9679, 23963, 20520, 14438, 500, 15389, 7913, 8854, 756, 7735, 21610, 27686, 10189, 1523, 6007, 9900, 16991, 11011, 201132, 1359, 30596]"
1547,The Lost Boys,A mother and her two teenage sons move to a seemingly nice and quiet small coastal California town yet soon find out that it's overrun by bike gangs and vampires. A couple of teenage friends take it upon themselves to hunt down the vampires that they suspect of a few mysterious murders and restore peace and calm to their town.,Horror Comedy,streetgang smalltown vampire comicbook boardwalk single amusementpark mothersonrelationship,JasonPatric CoreyHaim CoreyFeldman,JoelSchumacher,"[1547, 392, 80321, 9821, 37724, 14757, 12403, 10416, 87567, 9718, 588, 10439, 810, 28005, 208763, 71679, 172385, 33430, 1360, 809, 20455, 47692, 9042, 347755, 91076, 2176, 6038, 11282, 22949, 41515, 59917, 11342, 12819, 86304, 203801, 48382, 308531, 19366, 175574, 12193, 4967, 8914, 258509, 46195, 324352, 11665, 121826, 59981, 609, 6217]"
1548,Ghost World,"A quirky girl tries to figure out what to do now that she had graduated from high school, and forms a friendship with an eccentric 40-year-old record collector after playing a prank on him with her best friend.",Comedy Drama,highschoolfriends artclass recordcollector plaster personalad bluesmusic nunchaku pranktelephonecall aftercreditsstinger,ThoraBirch ScarlettJohansson SteveBuscemi,TerryZwigoff,"[1548, 1878, 3062, 113947, 31163, 66607, 253306, 7913, 10530, 40185, 13198, 49040, 68818, 13403, 37232, 63006, 49948, 6552, 16614, 2294, 1542, 4032, 139998, 12079, 407887, 147767, 30596, 260778, 182291, 43867, 2300, 387, 21074, 9952, 38810, 26390, 15800, 280871, 65057, 9473, 14278, 13497, 11011, 29697, 12, 27380, 540, 71688, 342521, 864]"
1550,Pieces of April,"Quirky and rebellious April Burns lives with her boyfriend in a low-rent New York City apartment miles away from her emotionally distant family. But when she discovers that her mother has a fatal form of breast cancer, she invites the clan to her place for Thanksgiving. While her father struggles to drive her family into the city, April -- an inexperienced cook -- runs into kitchen trouble and must ask a neighbor for help.",Comedy Drama,sex thanksgiving roadtrip love independentfilm neighbor marijuana family illness,KatieHolmes DerekLuke PatriciaClarkson,PeterHedges,"[1550, 7980, 61038, 18239, 24021, 9089, 110683, 17127, 9623, 588, 2655, 4970, 18615, 13751, 18701, 61012, 16781, 150540, 71679, 26367, 43539, 3638, 20065, 131634, 75900, 75531, 8545, 160588, 49963, 1544, 9879, 18126, 38167, 68924, 227735, 15568, 14846, 7341, 11130, 21349, 72570, 72710, 3078, 14256, 14536, 27576, 40652, 11637, 35791, 11354]"
1551,Flatliners,"Five medical students want to find out if there is life after death. They plan to stop one of their hearts for a few seconds, thus simulating death, and then bring the person back to life. A science fiction thriller from the early 1990's with a star studded cast.",Drama Horror ScienceFiction Thriller,lifeanddeath afterlife swing memory medicalstudent confetti,KieferSutherland JuliaRoberts KevinBacon,JoelSchumacher,"[1551, 658, 37724, 72976, 110402, 46435, 5780, 75638, 7913, 1123, 5876, 37737, 9610, 23759, 657, 55779, 754, 34592, 152742, 298584, 7453, 290391, 7548, 39781, 681, 70981, 50135, 9449, 12620, 7451, 243940, 11411, 62255, 87826, 157, 12192, 84204, 226458, 37232, 462, 22907, 11470, 136797, 45958, 242575, 38810, 668, 10388, 159037, 43933]"
1555,The Spanish Apartment,"A strait-laced French student moves into an apartment in Barcelona with a cast of six other characters from all over Europe. Together, they speak the international language of love and friendship.",Drama Comedy Romance,paris barcelonaspain alcohol roommate single travel crush student relationship break-up youth celebration groupoffriends,RomainDuris AudreyTautou KellyReilly,Cu00e9dricKlapisch,"[1555, 231, 91314, 254470, 550, 114150, 29715, 9833, 39269, 979, 44944, 10844, 43935, 1691, 9273, 76640, 9311, 10913, 5708, 27581, 294254, 10935, 225235, 388, 13908, 40494, 1494, 4982, 14220, 10655, 9440, 9208, 57089, 54518, 11536, 1250, 2669, 4688, 8848, 10664, 3683, 10375, 142, 11495, 2211, 18074, 13768, 549, 2841, 1894]"
1562,28 Weeks Later,"In this chilling sequel to 28 Days Later, the inhabitants of the British Isles appear to have lost their battle against the onslaught of disease, as the deadly rage virus has killed every citizen there. Six months later, a group of Americans dare to set foot on the isles, convinced the danger has come and gone. But it soon becomes all too clear that the scourge continues to live, waiting to pounce on its next victims.",Horror Thriller ScienceFiction,londonengland lossofmother lossoffamily mutant pest dyinganddeath chaos partsofdeadbody survivor supernatural survival ontherun zombie danger escapade virus plague femalecorpse siblingsrelations deadly chasesandraces chaosandmayham humannature,ImogenPoots RobertCarlyle RoseByrne,JuanCarlosFresnadillo,"[1562, 70160, 85, 5491, 41216, 11495, 11620, 10545, 43947, 6521, 15067, 319069, 582, 9920, 201, 39895, 142132, 5176, 62402, 57825, 225235, 8848, 316727, 10375, 196, 8293, 68726, 12228, 98, 254473, 9072, 1088, 53182, 41730, 5550, 604, 22794, 13682, 12246, 31908, 40805, 81188, 782, 48171, 2669, 9570, 8869, 1649, 10477, 616]"
1571,Live Free or Die Hard,"John McClane is back and badder than ever, and this time he's working for Homeland Security. He calls on the services of a young hacker in his bid to stop a ring of Internet terrorists intent on taking control of America's computer infrastructure.",Action Thriller,usa washingtond.c. helicopter hostage fbi kidnapping hacker satellite transportofprisoners trafficjam fistfight ex-cop sequel suspense shootout explosion violence cellphone carchase policecar walkietalkie basedonarticle cyberterrorism actionhero powerplant,BruceWillis JustinLong TimothyOlyphant,LenWiseman,"[1571, 8961, 13768, 287815, 231, 112456, 12211, 115, 9434, 1368, 296, 1372, 11702, 61791, 10136, 9884, 36557, 244114, 24748, 177, 40805, 979, 2567, 105, 9292, 9702, 27936, 11969, 1891, 2841, 707, 951, 5708, 9311, 44555, 10715, 209263, 691, 27205, 68724, 15394, 11596, 1572, 13950, 16112, 2320, 1088, 43593, 11027, 9331]"
1572,Die Hard: With a Vengeance,"New York detective John McClane is back and kicking bad-guy butt in the third installment of this action-packed series, which finds him teaming with civilian Zeus Carver to prevent the loss of innocent lives. McClane thought he'd seen it all, until a genius named Simon engages McClane, his new ""partner"" -- and his beloved city -- in a deadly game that demands their concentration.",Action Thriller,bomb taxi riddle robbery detective helicopter gold subway ship fistfight police sequel deception shootout newyorkcity explosion violence carchase fbiagent simonsays flashback dumptruck aqueduct actionhero federalreservebank,BruceWillis JeremyIrons SamuelL.Jackson,JohnMcTiernan,"[1572, 20737, 935, 75, 34647, 72976, 38717, 264660, 13950, 576, 377, 16112, 18320, 156022, 11411, 357837, 22972, 204082, 77, 13, 1573, 433, 10656, 125537, 31175, 46727, 287815, 135595, 116, 9388, 222649, 4995, 27936, 8489, 8953, 9208, 5178, 77332, 1995, 8944, 2118, 284, 9762, 39563, 1571, 331, 8435, 9531, 24746, 37799]"
1573,Die Hard 2,"John McClane is an off-duty cop gripped with a feeling of déjà vu when on a snowy Christmas Eve in the nation's capital, terrorists seize a major international airport, holding thousands of holiday travelers hostage. Renegade military commandos led by a murderous rogue officer plot to rescue a drug lord from justice and are prepared for every contingency except one: McClane's smart-mouthed heroics.",Action Thriller,ambush helicopter journalist basedonnovel airport handgrenade fistfight cop sequel snow dullesinternationalairport shootout officerinvolvedshooting terrorism explosion church violence sabotage walkietalkie swatteam airtrafficcontrol commandounit snowmobile,BruceWillis BonnieBedelia WilliamAtherton,RennyHarlin,"[1573, 2266, 166624, 10534, 9825, 244339, 96, 4553, 185008, 115, 9208, 16448, 8195, 704, 14811, 244776, 10425, 13342, 8386, 48171, 26390, 25763, 214, 2085, 10189, 790, 244786, 8810, 8699, 2310, 27936, 46738, 113947, 26022, 8435, 38541, 680, 38810, 27759, 300673, 10664, 55306, 873, 19, 9679, 33196, 33217, 540, 652, 9362]"
1574,Chicago,Murderesses Velma Kelly and Roxie Hart find themselves on death row together and fight for the fame that will keep them from the gallows in 1920s Chicago.,Action Comedy Crime Drama Music,chicago basedonstagemusical prisonmatron jazzage nudemanmurdered,CatherineZeta-Jones Renu00e9eZellweger QueenLatifah,RobMarshall,"[1574, 13963, 2287, 115210, 16769, 10481, 668, 68818, 43867, 22479, 4553, 49040, 49526, 162396, 658, 2395, 182291, 38780, 323270, 46435, 540, 60463, 78394, 9288, 473, 23759, 239897, 112937, 27586, 43418, 7451, 765, 70006, 37232, 1878, 3080, 16620, 9443, 2300, 35696, 13403, 16428, 29697, 593, 42497, 64973, 16523, 2493, 15765, 71688]"
1576,Resident Evil,"When a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak. Alice and Rain are charged with leading the mission. But they only have three hours before the pathogen becomes airborne and infects the world.",Horror Action ScienceFiction,undercover mutant dystopia conspiracy zombie basedonvideogame,MillaJovovich MichelleRodriguez EricMabius,PaulW.S.Anderson,"[1576, 199, 121, 604, 71679, 59440, 1895, 294550, 201, 54518, 8953, 39183, 9792, 10061, 9772, 319069, 8408, 1880, 82682, 11026, 98566, 13460, 37724, 20856, 12819, 454, 9388, 109451, 7443, 13183, 8982, 1894, 2253, 2787, 37786, 8293, 56288, 20455, 80215, 244772, 22556, 14292, 10353, 613, 12620, 49049, 333355, 21283, 205775, 10016]"
1577,Resident Evil: Apocalypse,"As the city is locked down under quarantine, Alice joins a small band of elite soldiers, enlisted to rescue the missing daughter of the creator of the mutating T-virus. It's a heart-pounding race against time as the group faces off against hordes of blood- thirsty zombies, stealthy Lickers, mutant canines and the most sinister foe yet.",Horror Action ScienceFiction,martialarts mutant dystopia rescue conspiracy evilcorporation zombie basedonvideogame,MillaJovovich SiennaGuillory OdedFehr,AlexanderWitt,"[1577, 37686, 19495, 71157, 142132, 10514, 11249, 9289, 38786, 80215, 9444, 89540, 30973, 14902, 13600, 10135, 9792, 84401, 218500, 40862, 9549, 47941, 613, 312793, 13785, 39183, 1430, 14292, 94329, 29514, 27759, 14631, 391, 38543, 159037, 45054, 16158, 68726, 14623, 3040, 16323, 15976, 18947, 1892, 61984, 21345, 19405, 13460, 7446, 121]"
1578,Raging Bull,"When Jake LaMotta steps into a boxing ring and obliterates his opponent, he's a prizefighter. But when he treats his family and friends the same way, he's a ticking time bomb, ready to go off at any moment. Though LaMotta wants his family's love, something always seems to come between them. Perhaps it's his violent bouts of paranoia and jealousy. This kind of rage helped make him a champ, but in real life, he winds up in the ring alone.",Drama,transporter jealousy violenthusband paranoia boxer biography fistfight brokennose sport domesticviolence extremeviolence over-the-hillfighter,RobertDeNiro JoePesci CathyMoriarty,MartinScorsese,"[1578, 222649, 13950, 1402, 19615, 5994, 1579, 72358, 2755, 24055, 25248, 11042, 152747, 27936, 115872, 202575, 15394, 14778, 54897, 73511, 38117, 23963, 26320, 9388, 12429, 8053, 244114, 16651, 67238, 9900, 318040, 111794, 25312, 9746, 87502, 308529, 978, 48382, 9582, 8848, 253626, 326284, 24226, 301351, 121676, 11831, 172385, 12400, 11658, 1590]"
